track_id,user,datetime
TRAVAJV128F42AA3CE,32,2017-11-13 04:13:13
TRAURIV128F9337BE5,149,2015-08-09 06:13:19
TRAWJQR128F42A7404,246,2017-11-17 12:50:25
TRAUKEE128F427EE36,167,2016-12-13 09:30:38
TRAVJSK128F9313313,208,2016-03-14 08:14:06
TRAWFLJ128F4255415,22,2015-10-18 16:22:48
TRAUBDT128F9311E92,206,2014-07-28 15:19:29
TRAVKIF128F1451AF2,149,2016-09-16 02:12:55
TRAVOLK128F147CD94,210,2015-10-14 22:58:19
TRAUDPF128F14A1166,72,2017-05-04 01:14:06
TRAUXUF128F426C0C8,220,2017-05-14 03:47:53
TRAUBDT128F9311E92,154,2015-08-30 02:45:49
TRAWMAR128F147A654,146,2015-07-10 01:29:10
TRATVQJ128F9309581,46,2018-08-10 03:26:22
TRAUJXN12903CD4C0E,12,2016-08-16 20:42:23
TRAUVRN128E07838DF,100,2018-02-28 14:29:37
TRAWOUY128F930A959,147,2018-03-04 01:12:43
TRAUGOE128F422AB81,175,2018-07-24 13:44:27
TRAVVRJ12903CE4166,45,2017-11-18 06:16:11
TRAUXJB128F92C7E9B,134,2017-12-28 17:13:46
TRAWOJQ128F934B653,139,2018-06-01 15:22:47
TRAVHPF128F429AA9A,144,2014-12-11 19:42:21
TRAWQFC128F42BC796,83,2017-05-18 01:50:54
TRAUPNX128F428F286,23,2017-06-26 01:44:08
TRAWLFR12903CDD0DA,164,2017-02-03 23:14:59
TRAWTHB128F1491C02,176,2017-06-22 05:16:21
TRAWFRU128F145954F,150,2016-04-16 05:05:23
TRAVZWM128E079282D,116,2014-11-26 02:16:42
TRAUVUW128F92E20E8,217,2017-10-10 12:30:38
TRAUPIY128F425EF4A,209,2015-12-30 08:22:01
TRAUZDH128F42B86F4,65,2015-07-12 16:48:48
TRAWUYW128F428E26B,16,2017-08-24 12:12:38
TRATYHL128F1469E29,213,2014-08-20 22:29:25
TRAWQYH128F93222C6,222,2017-03-04 00:56:03
TRAWDTB12903CB283D,142,2017-08-01 13:19:55
TRAVJYT12903D11356,224,2018-02-05 11:56:18
TRATUCH12903CDFD5B,106,2016-06-18 18:45:24
TRAVTTJ128F4266D7C,6,2015-09-27 11:48:53
TRAUUXR12903CC1EDD,134,2016-05-25 14:04:37
TRAVFEP128F93200FC,71,2015-08-26 23:00:01
TRATVQJ128F9309581,6,2017-06-16 03:59:45
TRAUWMJ128F92F9329,6,2015-09-27 11:14:11
TRAVJUH12903CC06B6,162,2017-04-03 01:04:25
TRATSDF128F93023EB,34,2018-03-20 07:23:48
TRAWDET128F934FB4E,190,2016-07-13 00:40:45
TRAWXFZ128F146C080,58,2018-06-02 23:44:21
TRAVGJU128F4266E8D,30,2017-03-27 03:38:32
TRAUGWA128F14661A9,48,2015-06-15 12:47:27
TRAWLAH128F42A9258,120,2018-04-06 13:53:06
TRAWGFU128F92DEF4D,15,2015-03-02 06:16:40
TRATTFD128F92F416F,226,2016-12-08 02:26:29
TRAUUTN12903CA8CA6,133,2015-12-16 14:08:55
TRAWCLY128F424835F,28,2015-04-01 02:55:55
TRAVMHQ128F92DE5A4,142,2014-03-31 18:24:34
TRAUWGZ128F9320617,79,2014-08-25 12:04:36
TRAUPHW12903CE599C,129,2015-02-28 10:10:28
TRAUNGY12903CC412B,111,2018-04-17 18:02:39
TRAWBKL128F932E32A,88,2018-02-17 19:02:52
TRAVHGK128F14ADDE0,200,2014-11-19 23:05:03
TRAVJMP128F9306FE0,170,2018-07-12 02:46:10
TRAUVGR128F9334B5C,194,2014-09-09 13:57:12
TRAUSMT128F9302A7E,11,2016-07-04 20:56:28
TRAVIVN128F42873F4,35,2015-09-21 09:47:15
TRAVYTY128F4238850,75,2016-07-13 11:17:35
TRAUKER12903CAF2ED,249,2017-05-24 05:50:46
TRAWGFU128F92DEF4D,221,2014-04-06 07:35:16
TRAWRJP128F42A22B4,143,2015-12-25 09:51:59
TRAURQO128F426932F,5,2018-08-26 13:30:01
TRAVACS128E0789D58,220,2017-06-26 02:33:01
TRAUYGJ128E0798505,153,2014-04-07 22:35:50
TRAVHGK128F14ADDE0,128,2016-08-04 21:35:40
TRAVVFG128F14697E9,219,2018-05-11 02:45:21
TRAVPRK128F42797F6,133,2017-11-10 05:51:05
TRAWWSL128F93112A9,41,2016-05-25 09:30:05
TRAUJQL128F4228C71,236,2017-10-12 14:54:13
TRAUXUZ12903CE813F,183,2014-03-27 05:06:06
TRAVRMA128F9323782,217,2016-07-28 07:25:43
TRAUVOX128F427785A,110,2017-01-05 05:46:19
TRAWZMV128F4266823,212,2017-03-12 14:34:08
TRAWOUY128F930A959,162,2017-12-10 06:17:24
TRATVHE128F934ABD2,51,2015-07-02 01:34:12
TRAVXJF12903CF0973,174,2016-06-07 02:06:43
TRAWQJN128F4256CEE,48,2016-01-23 14:51:08
TRAWITH128F92FB132,198,2018-01-30 13:34:07
TRAWOII128F4237C12,226,2014-09-04 10:20:55
TRAUXUA128F9303F66,67,2017-06-04 08:13:32
TRATVQK128F425450D,182,2018-04-11 10:20:17
TRAVPHZ128F9300DB1,218,2014-09-23 07:33:54
TRAVISG128F932B3FB,170,2017-01-23 22:27:10
TRAUTJX128F92F6B44,13,2017-07-02 19:46:02
TRAVWEK12903D0C756,26,2017-08-20 22:19:21
TRAVJVS128F4251455,233,2018-01-30 08:50:41
TRAVPNW128F93381DE,137,2018-02-21 08:38:18
TRAWHPI128F92D1553,220,2018-04-27 16:17:26
TRAWAJW128F42154AD,217,2014-10-18 06:14:48
TRAUSVP128F149AF3D,239,2015-09-14 17:16:00
TRAWOIA12903C9ACB1,235,2014-10-27 07:41:43
TRATXQY128F1489B0C,192,2014-07-13 22:00:35
TRAWBEL128F427FCBA,211,2018-03-20 23:09:27
TRAWAUX128F4236BAC,226,2017-01-10 12:15:55
TRAVQLL12903CF225C,244,2014-02-17 19:17:24
TRAUPIY128F425EF4A,170,2015-09-16 08:38:04
TRAUKEE128F427EE36,61,2018-06-26 05:08:16
TRAWZMV128F4266823,30,2018-07-14 22:14:39
TRAUYTQ128F930680F,226,2018-06-09 14:18:28
TRAWHOC128F933C5A8,185,2014-10-11 15:22:40
TRAUSRW128F4262F05,100,2016-10-07 14:12:25
TRAVPVT12903CF4704,157,2018-08-23 05:02:46
TRAUANB128F4263571,61,2017-09-23 22:37:57
TRAWPXD128F422B642,69,2016-09-29 19:54:48
TRAUSGG128F932519D,148,2014-05-23 11:07:15
TRAVXFA128F933B7A3,121,2017-10-01 10:28:49
TRAUVUW128F92E20E8,116,2017-03-21 23:19:03
TRAVACS128E0789D58,43,2017-11-16 16:45:38
TRAVAXP128F92C5589,186,2016-01-20 16:39:27
TRAULCS128F4254CAA,83,2017-03-24 06:26:26
TRAWCLE128F92F7BBD,46,2014-01-25 04:51:50
TRAVLLA128F42948C3,70,2014-02-15 00:36:10
TRAVIBR128F1473C2E,43,2018-03-23 08:26:57
TRATTMO12903CE0459,155,2018-08-01 04:34:11
TRAUOOS128F92ED2CA,31,2014-05-21 01:31:35
TRAWMQC128F4288D56,123,2017-11-07 04:37:47
TRAVHKQ128F92CD6B3,244,2016-08-04 22:40:34
TRAURIV128F9337BE5,35,2018-03-14 08:08:34
TRAWKCN128F428EC1E,165,2017-07-28 08:45:10
TRAVBYW128F426D501,164,2018-06-27 13:12:08
TRAUEGN128F9307238,209,2017-01-15 18:26:38
TRAWMLY128F92CFBBE,30,2017-08-03 09:36:48
TRATSRJ128F934312F,96,2017-02-07 16:04:09
TRAVAZN128F42719C9,185,2018-06-06 18:52:30
TRAUEGN128F9307238,99,2015-08-03 10:13:13
TRAWXLK128F42A44C9,198,2015-10-05 12:27:32
TRAVOOT128F9333D01,88,2014-07-15 02:58:04
TRAVPGS128F9329A5D,56,2018-05-21 06:17:58
TRAVHJA12903CE18F1,90,2014-10-20 03:28:32
TRAWAUX128F4236BAC,192,2018-01-12 04:40:01
TRAWBXX12903D099D5,58,2016-04-02 14:14:20
TRAWSVP12903CC132D,235,2014-05-01 22:16:28
TRAVPVT12903CF4704,245,2016-05-04 17:37:41
TRATXPM128F92F15A1,12,2014-02-21 04:31:41
TRAWLEX128F429DCA3,190,2016-04-02 10:05:42
TRAUCDL128F42774C3,17,2014-09-04 09:42:10
TRAUJCX128F42811F9,26,2015-10-29 02:15:58
TRAWQNE128F92F3AE0,151,2017-12-05 09:16:51
TRATYHL128F1469E29,46,2018-06-07 18:02:27
TRAVBMS128F1458D8C,74,2015-10-01 21:27:32
TRAWQJN128F4256CEE,219,2015-03-11 11:19:49
TRAVUMJ128F932117E,22,2014-07-01 00:01:22
TRAUCMQ128F427506B,160,2016-08-17 00:03:38
TRAWBUA128F92F9966,97,2016-05-17 20:32:24
TRAUJLB128F9307505,38,2014-12-27 16:01:42
TRAWVVM12903CC9B77,102,2017-11-23 13:57:25
TRAWCLE128F92F7BBD,200,2017-07-13 13:05:45
TRAUVDF12903CBCA12,190,2016-11-27 19:53:10
TRAWXXJ128F9346F83,162,2017-02-28 09:42:00
TRAVCEW128F4268619,152,2015-03-03 10:15:08
TRAVDOK128F424EA5E,179,2014-06-14 13:20:17
TRAWIDG128F92EF1EA,159,2017-10-02 20:50:00
TRAWQFC128F42BC796,31,2016-01-26 11:10:12
TRAUKNY128F4296284,102,2015-06-07 05:36:36
TRAVPAT12903CEDCAC,141,2014-01-30 12:11:05
TRAUIOO12903CB33C0,155,2018-01-04 00:19:47
TRAWRNO128F4253951,226,2016-05-27 09:33:30
TRAUTFS128F428CE3A,227,2018-03-25 19:03:41
TRAUKKZ128F9341A22,196,2014-09-20 22:04:33
TRAUBAO128F92FC23D,154,2018-06-16 00:32:15
TRAVVBT12903CDCEAE,37,2015-08-26 23:43:15
TRAUSGG128F932519D,197,2015-05-05 07:59:54
TRAVUQU128F933D3FE,43,2016-05-07 01:10:14
TRAVRDW128F932657D,30,2018-01-29 19:30:23
TRAWXFZ128F146C080,16,2015-02-28 21:31:59
TRAUSWP128F4260CA5,190,2018-05-09 17:19:30
TRATTFD128F92F416F,125,2014-08-23 12:47:02
TRAWFLJ128F4255415,107,2016-11-05 02:18:38
TRAWZMV128F4266823,206,2017-06-27 14:21:06
TRAWAUX128F4236BAC,231,2014-07-01 04:04:13
TRAVBYW128F426D501,37,2015-06-11 09:18:21
TRAWFLJ128F4255415,8,2014-09-14 06:39:11
TRAUUWB12903CD391A,197,2018-08-24 17:41:09
TRAWHOC128F933C5A8,227,2016-04-22 21:50:08
TRAUDCS128E078866D,159,2018-02-20 12:10:47
TRAUZDH128F42B86F4,146,2017-05-15 13:45:27
TRAUWUX128F92FE41C,28,2015-02-02 02:10:44
TRAUHFH128F14813AC,217,2018-04-19 10:13:39
TRAUVTR12903CB43D9,177,2016-01-16 09:46:15
TRAVACS128E0789D58,139,2015-01-11 22:30:17
TRAVXCQ128F92DDE94,128,2016-06-03 06:10:31
TRAVXCQ128F92DDE94,171,2018-06-21 03:14:06
TRAVXFA128F933B7A3,163,2015-02-17 15:13:08
TRAWGTK128F4268774,13,2017-01-03 21:23:36
TRAUVVK128F4224BDE,139,2015-09-06 17:25:41
TRAUTFS128F428CE3A,136,2018-06-17 19:42:21
TRAWMAR128F147A654,231,2018-01-14 05:33:29
TRAVTGB12903CE5231,168,2016-09-08 16:40:31
TRAUXUZ12903CE813F,109,2018-03-28 17:02:01
TRAVJQU12903CA3CD4,129,2014-08-15 11:32:10
TRAVHKQ128F92CD6B3,44,2014-08-05 18:12:45
TRAWXLI128F1463CDB,132,2015-09-08 10:58:02
TRAUFMU128F935F235,227,2015-12-05 11:52:00
TRAVVRJ12903CE4166,108,2018-06-24 18:23:07
TRAUWMJ128F92F9329,108,2017-05-07 05:02:50
TRAVUMJ128F932117E,74,2016-01-08 12:48:58
TRAVNQX128F4268D40,97,2014-10-28 02:04:23
TRAUYAT128F42554AA,14,2016-04-04 11:03:37
TRAVPNW128F93381DE,112,2017-07-30 03:33:44
TRAWSVD128F92E96B9,249,2016-03-27 14:49:51
TRAUCGD128F92DA6EB,180,2018-01-29 00:26:12
TRAVSJD12903CB3097,192,2014-04-13 18:19:08
TRAWPVQ128F42676E9,229,2016-11-28 21:40:11
TRAVHUC128F429B62B,175,2014-09-20 12:02:12
TRAUYTQ128F930680F,120,2015-11-21 22:43:14
TRAVANG12903CC6E6E,96,2017-08-11 01:42:04
TRAVLLA128F42948C3,41,2016-06-09 02:47:57
TRAVMHQ128F92DE5A4,59,2016-11-19 01:20:04
TRAWMAR128F147A654,72,2016-01-08 16:03:33
TRAVIBR128F1473C2E,109,2015-07-04 10:26:15
TRAWOII128F4237C12,197,2018-02-11 03:04:40
TRAUVMA128F92F0FFE,203,2014-11-23 11:24:34
TRATXQY128F1489B0C,118,2017-04-03 15:56:26
TRAVUJS128F427A50F,102,2015-05-28 10:31:02
TRAVVLS128F14A79D6,178,2016-12-07 06:04:57
TRAVVBT12903CDCEAE,220,2017-05-23 04:18:31
TRAULVY128F9343D18,187,2018-05-12 06:30:22
TRAUIUP128F4243949,41,2014-07-23 17:03:56
TRAVHDM128F4288954,50,2015-09-05 01:11:14
TRAVJQU12903CA3CD4,97,2014-07-27 01:06:29
TRAUFZM128F4290117,41,2014-09-24 19:35:08
TRAWIDG128F92EF1EA,115,2017-12-09 10:30:52
TRAVWRR128F933B142,45,2016-04-21 21:49:37
TRAWYXI128F429996C,117,2016-10-15 07:30:42
TRAWBKL128F932E32A,200,2016-06-01 17:43:48
TRATSGT12903CDC943,174,2018-04-12 18:44:09
TRAUNEK128F4270B12,88,2016-12-02 19:17:23
TRAUPHW12903CE599C,47,2014-04-08 21:49:57
TRAUWUV128F93369E2,197,2016-05-08 18:01:09
TRAUHSY12903CFEA42,166,2017-07-03 13:35:04
TRAUWPC12903CF0183,18,2014-12-13 05:26:21
TRAVMTI128F4231CFF,59,2015-01-23 17:47:43
TRATUKH128F426305B,76,2014-12-23 09:05:35
TRAUYGJ128E0798505,104,2015-07-24 13:22:14
TRAUKSX128F4234EF1,42,2018-06-10 16:54:44
TRAVTBD12903D078A5,80,2018-05-07 07:24:07
TRAVSEK128F428AB05,244,2017-07-14 01:47:48
TRAVHYF12903CEFB88,151,2018-02-27 11:41:49
TRAVFVI12903CB7B4C,111,2016-07-17 14:50:37
TRAUTJX128F92F6B44,205,2017-11-10 17:17:48
TRATUOQ128F9313C57,182,2017-06-10 19:47:22
TRAVSRO12903CBCA6F,124,2014-01-01 04:06:16
TRAUSVP128F149AF3D,95,2016-07-11 11:49:52
TRAWLRV128F92D310E,194,2016-02-04 02:35:34
TRAVIMX12903CEB755,191,2016-09-18 14:31:15
TRAURIV128F9337BE5,166,2015-06-21 04:23:59
TRAWMYO128F92FAFAB,86,2016-10-02 18:23:14
TRAWLFR12903CDD0DA,42,2016-02-03 04:42:37
TRAUKZZ128F933A09C,129,2018-06-16 02:58:13
TRAUUDH12903CF9010,178,2015-01-01 02:35:18
TRAVOWY128F9336628,102,2016-08-26 04:40:55
TRAVOWY128F9336628,141,2015-08-28 11:06:14
TRATTQX128F428DF29,92,2017-08-19 10:18:15
TRAVJSK128F9313313,241,2018-05-02 17:55:33
TRAUJLB128F9307505,12,2017-10-07 14:57:36
TRAVVTG128F428E8CA,73,2015-04-10 16:50:44
TRAVBMS128F1458D8C,133,2015-04-26 08:07:05
TRATTGV12903CD1A58,62,2015-11-16 02:30:56
TRAUWTB128E0791D69,137,2017-08-07 12:25:43
TRAWLRV128F92D310E,82,2015-08-19 17:45:24
TRATSJR128EF34E1F3,53,2016-04-28 18:49:58
TRAVGIB128F9349B3F,41,2017-08-06 16:05:44
TRAWQEU128F4279159,185,2017-02-21 20:41:43
TRAVMHQ128F92DE5A4,243,2014-12-06 12:24:09
TRAWQEU128F4279159,199,2015-05-26 17:21:02
TRAWZYK128F92F88DA,227,2016-10-19 12:39:28
TRAVZTE128F421C581,172,2014-01-27 19:34:49
TRAUYTQ128F930680F,95,2014-08-26 01:26:21
TRAVGNV128F9334B4B,17,2016-10-03 17:45:59
TRAVFUU12903CCDE9D,231,2014-02-11 13:33:44
TRAWAFA128F931B67C,209,2018-08-28 07:12:27
TRAVSRO12903CBCA6F,6,2015-12-24 08:42:08
TRAUNEK128F4270B12,176,2015-01-10 20:53:04
TRAWDET128F934FB4E,76,2014-09-13 05:07:45
TRAUZJP128F427040B,243,2017-09-23 17:13:05
TRAWKBW12903CC48FE,224,2017-07-27 16:13:08
TRAUQBO128F92FF305,36,2018-06-26 17:53:11
TRAUQJM128F4277BB9,1,2017-12-04 01:17:09
TRAUBDT128F9311E92,8,2017-01-01 19:15:37
TRAWPXD128F422B642,127,2014-04-30 12:30:53
TRAVBMS128F1458D8C,186,2017-10-07 03:19:19
TRAUDFY128F9355693,154,2016-07-13 07:06:19
TRAVJSK128F9313313,104,2014-12-30 11:24:32
TRAVCNT128F92F1091,224,2017-04-06 17:08:19
TRAVFVI12903CB7B4C,45,2014-09-25 20:33:58
TRAVSPR12903CBC884,74,2015-05-11 21:55:59
TRAWMAR128F147A654,159,2014-07-28 06:10:34
TRAWITH128F92FB132,99,2015-11-01 03:19:40
TRAUODT12903CA6E19,204,2014-02-15 22:48:46
TRAUHWR12903CC82A0,124,2017-12-28 18:28:10
TRAVACS128E0789D58,147,2016-06-01 21:17:38
TRAXACX128E0792481,246,2018-03-25 16:14:27
TRAWTHB128F1491C02,212,2017-08-22 09:55:31
TRAVKOQ128F9351B59,49,2017-01-20 17:46:35
TRAVKKE128F429DEFE,58,2015-03-25 06:21:38
TRAUHFH128F14813AC,155,2018-01-18 22:29:31
TRATTMO12903CE0459,59,2016-03-23 13:24:31
TRAVPGS128F9329A5D,239,2017-04-17 15:32:25
TRAUKAH128F1485EAC,3,2017-02-03 04:16:22
TRAWHOC128F933C5A8,200,2016-12-16 21:22:28
TRAWGKQ128F92F8F54,180,2017-10-24 05:30:51
TRAVMHQ128F92DE5A4,60,2014-04-08 09:00:38
TRAWOJQ128F934B653,36,2014-04-30 18:24:24
TRAVOYX128F42AB738,64,2014-08-14 19:08:52
TRATTMO12903CE0459,94,2018-04-21 06:27:44
TRAWDFL128F426B6C1,207,2017-07-29 17:54:53
TRAUDFY128F9355693,249,2016-10-05 07:38:50
TRAUZFC12903D03259,118,2016-04-02 14:07:29
TRAUKEE128F427EE36,24,2015-09-02 01:11:40
TRAWTHK12903CB0260,76,2017-06-07 14:52:56
TRATUON128F92EC9D9,190,2016-11-12 05:01:02
TRAWCBC128F92ECDE9,48,2016-08-26 23:15:17
TRAUVOX128F427785A,146,2017-07-27 01:57:18
TRAVVSA128F92C9A41,11,2016-10-04 00:21:00
TRAWQFU128F429882B,220,2018-04-30 00:25:31
TRAUXUF128F426C0C8,88,2018-03-12 06:10:23
TRAUTFS128F428CE3A,48,2018-03-26 18:28:31
TRAUSRW128F4262F05,77,2016-11-15 07:19:26
